Description,Brand,ABC,annual_demand,unit_cost,EOQ,orders_per_year,avg_lead_days,safety_stock,reorder_point,total_inv_cost
Molletto Grappa di Barbera,4779,C,83,21.59,44,1.9,7.758196721311475,9,11,189.31
Christian Bros Cream Sherry,8409,C,83,5.38,88,0.9,7.216666666666667,6,8,94.5
Korbel Sweet Cuvee,15314,C,83,8.96,68,1.2,7.538461538461538,39,41,121.96
Maipe Malbec Mendoza,17020,C,83,7.14,76,1.1,7.377358490566038,14,16,108.87
Trimbach Riesling,19244,C,83,12.07,59,1.4,7.62,11,13,141.55
Bellafina Prosecco,23969,C,83,5.51,87,1.0,8.083333333333334,14,16,95.64
Casa Silva Los Lingues Cab S,24782,C,83,10.95,62,1.3,7.611111111111111,24,26,134.83
Adelsheim Pnt Gris Ore,38473,C,83,10.38,63,1.3,8.025974025974026,15,17,131.27
Folonari Pnt Nr Venezie,13603,C,82,11.64,59,1.4,8.109677419354838,9,11,138.17
Angeline Rsv Cab Svgn,16971,C,82,7.43,74,1.1,8.223214285714286,7,9,110.39
Jadot Beaujolais Villages,19798,C,82,2.73,123,0.7,9.25,26,28,66.91
Querry Cider,21617,C,82,4.79,93,0.9,8.5,10,12,88.63
Tiziano Chianti,35590,C,82,7.53,74,1.1,8.30188679245283,14,16,111.13
Jaume Serra Cristalino Brut,39681,C,82,2.64,125,0.7,7.893939393939394,56,58,65.8
DeKuyper Creme de Cassis,877,C,81,7.02,76,1.1,7.88659793814433,6,8,106.64
McClelland Islay Single Mal,2182,C,81,14.17,53,1.5,7.904761904761905,8,10,151.52
Three Olives Grape Vodka,3065,C,81,0.71,239,0.3,7.0,13,15,33.91
Pinnacle Peach Vodka,3530,C,81,6.93,76,1.1,8.7,12,14,105.96
MacGavin's Highland Scotch,3539,C,81,13.13,56,1.4,9.0,13,15,145.85
Deep Eddy Lemon Vodka,8848,C,81,0.77,229,0.4,8.396694214876034,18,20,35.32
The Messenger Telegram Red 1,17188,C,81,11.4,60,1.4,6.8088235294117645,30,32,135.9
Clos du Bois Rouge,17297,C,81,5.88,83,1.0,7.9071428571428575,12,14,97.6
Bluebird Pinot Noir,17957,C,81,9.14,67,1.2,6.9411764705882355,9,11,121.69
Tenuta Santo Pietro Pio Il C,20404,C,81,8.1,71,1.1,8.26984126984127,19,21,114.55
Rocca Delle Macie Chianti C,23155,C,81,12.58,57,1.4,7.473684210526316,13,15,142.76
Cupcake Black Forest,24303,C,81,4.99,90,0.9,7.753246753246753,23,25,89.91
Terra d'Oro Ch Bl/Viognier,24967,C,81,8.1,71,1.1,7.4375,12,14,114.55
Cape Indaba Chard S Africa,33035,C,81,5.88,83,1.0,8.044444444444444,14,16,97.6
Montes RSV Colchagua Malbec,37158,C,81,8.49,69,1.2,8.084745762711865,10,12,117.28
Adelsheim Pnt Nr Ore,38476,C,81,15.89,50,1.6,7.958333333333333,12,14,160.45
Napa Cellars Chard,46189,C,81,11.33,60,1.4,7.4935064935064934,16,18,135.48
Klinker Brick Farrah Syrah,11003,C,80,11.25,60,1.3,8.418604651162791,13,15,134.17
Girard Svgn Bl Napa Vly,11227,C,80,9.73,64,1.2,7.745098039215686,15,17,124.77
Massimo Malbec Mendoza,15139,C,80,6.66,77,1.0,7.658536585365853,11,13,103.23
Ch Vrai Caillou Wh Brdx,15584,C,80,6.49,79,1.0,7.035714285714286,10,12,101.9
The Seeker Svgn Bl,16891,C,80,8.21,70,1.1,7.965811965811966,10,12,114.61
Joel Gott Alakai Red,18134,C,80,9.65,64,1.2,7.507042253521127,16,18,124.26
Pierre Dupond Renjardire CdR,24646,C,80,5.94,82,1.0,9.666666666666666,18,20,97.49
R Mondavi Pvt Sel Znfdl,26632,C,80,4.62,93,0.9,7.86,10,12,85.98
3 Blind Moose Pnt Grigio Cal,43832,C,80,5.8,83,1.0,8.25,14,16,96.33
Kahlua Pumpkin Spice Liqueur,1013,C,79,10.29,62,1.3,7.863636363636363,24,26,127.51
St Brendans Peppermint Bark,1021,C,79,10.76,61,1.3,8.526315789473685,29,31,130.39
Black Velvet Toasted Caramel,2024,C,79,4.44,94,0.8,9.5,15,17,83.76
Citadelle Gin,3481,C,79,16.29,49,1.6,8.378787878787879,9,11,160.43
Tres Agaves Blanco Tequila,8444,C,79,17.38,48,1.6,7.109090909090909,8,10,165.72
Paul Masson Chablis,8688,C,79,6.62,77,1.0,7.240223463687151,10,12,102.27
Clayhouse Syrah Paso Robles,10021,C,79,7.89,71,1.1,7.266666666666667,8,10,111.65
M & R Sparkling Rose,12191,C,79,6.66,77,1.0,7.241935483870968,13,15,102.58
Redtree Pnt Nr,12963,C,79,4.79,91,0.9,6.603448275862069,10,11,87.0
Gouleyant Malbec Cahors,13956,C,79,7.79,71,1.1,7.456310679611651,11,13,110.94
B & G Vouvray,17235,C,79,7.38,73,1.1,7.7898550724637685,13,15,107.98
Finca La Linda Cab Svgn,19360,C,79,7.43,73,1.1,8.368421052631579,14,16,108.35
The Monterey Vyds Chard,42640,C,79,6.8,76,1.0,6.9743589743589745,14,16,103.65
LaBelle Winery Blueberry,753,C,78,13.79,53,1.5,8.224489795918368,22,24,146.67
Deanston SM Virgin Oak,2235,C,78,19.56,45,1.7,8.292553191489361,8,10,174.69
Walnut Crest Cab Svgn Rapel,6547,C,78,6.8,76,1.0,7.25,12,14,103.0
Lindemans Bin 85 Pnt Grigio,12116,C,78,7.74,71,1.1,8.39607843137255,9,11,109.88
Moonlight Meadery Desire,17349,C,78,9.65,64,1.2,7.208333333333333,6,8,122.7
Bolla Torr'Alta Veronese Ros,23079,C,78,10.06,62,1.3,7.714285714285714,214,216,125.28
Killibinbin Seduction Cab Sv,24497,C,78,8.1,69,1.1,8.512195121951219,8,10,112.41
Silverado Merlot Napa,28946,C,78,18.06,46,1.7,8.0,12,14,167.86
Fess Parker Snt Barbr Pnt Nr,31561,C,78,15.17,51,1.5,7.243243243243243,18,20,153.84
Merriam Cab Svgn Dry Creek,39774,C,78,18.11,46,1.7,7.64,16,18,168.09
Martin Ray Cab Svgn Napa,41062,C,78,11.91,57,1.4,8.170731707317072,11,13,136.31
Lake Sonoma Chard RRV,45831,C,78,11.48,58,1.3,8.064220183486238,11,13,133.83
Leblon Natural Cane Cachaca,4450,C,77,18.51,46,1.7,7.782608695652174,9,11,168.84
Rene Junot White,6186,C,77,7.84,70,1.1,7.651685393258427,13,15,109.88
Midnight Moon Cranberry,6881,C,77,13.86,53,1.5,8.780821917808218,29,31,146.1
Bridlewood Chard Monterey,10931,C,77,8.27,68,1.1,8.0,15,17,112.85
Wente Louis Mel Svgn Bl,12270,C,77,8.72,66,1.2,7.432835820895522,39,41,115.89
La Cote Blanche Mcon V Chard,20152,C,77,8.9,66,1.2,7.361702127659575,14,16,117.07
Grape Time Winery Rsl Granny,21784,C,77,8.66,67,1.1,7.729166666666667,14,16,115.48
Volpaia Chianti Clsco,25005,C,77,11.68,57,1.4,7.958333333333333,23,25,134.12
Triga Alicante Tinto 11,25497,C,77,12.98,54,1.4,8.6,16,18,141.39
Canyon Rd Merlot,28039,C,77,5.88,81,1.0,7.217741935483871,16,18,95.16
Hess Collection Chard Napa,29489,C,77,13.6,53,1.5,7.64935064935065,9,11,144.72
Martin/Weyrich Moscato Alleg,31573,C,77,6.49,77,1.0,7.375,12,14,99.97
Simi Landslide Cab Svgn Alex,38406,C,77,15.68,50,1.5,7.266304347826087,12,14,155.4
St George Terrior Gin,2199,C,76,23.61,40,1.9,8.387218045112782,14,16,189.44
Lucano Limencello,6505,C,76,7.96,69,1.1,10.0,14,16,110.0
Smirnoff Wh Peach Sorbet,8801,C,76,0.78,221,0.3,6.5,10,11,34.43
Moonlight Meadery Sumptuous,16568,C,76,8.84,66,1.2,7.074468085106383,16,17,115.92
Anew Rsl,19382,C,76,6.7,75,1.0,7.679611650485437,12,14,100.92
Girard Cab Svgn,19581,C,76,15.78,49,1.6,7.760416666666667,11,13,154.87
Edmeades Mendocino Znfdl,28983,C,76,10.06,61,1.2,7.640625,9,11,123.66
Girard Chard RRV,37126,C,76,12.07,56,1.4,8.049504950495049,14,16,135.45
3 Blind Moose Cab Svgn Cal,42601,C,76,5.84,81,0.9,8.279069767441861,17,19,94.22
DeKuyper Sour Apple Pucker,889,C,75,9.84,62,1.2,7.545454545454546,9,11,121.49
Lidestri Pink Limoncello,3533,C,75,13.23,53,1.4,7.23444976076555,7,8,140.87
Mojoshot Sourberry RTD,9219,C,75,0.78,219,0.3,7.68520568498289,13,15,34.21
Chops & Burgers Bordeaux,17340,C,75,5.26,84,0.9,7.375,7,9,88.83
Corvo Moscato Siciliarvo,18664,C,75,6.57,76,1.0,7.513888888888889,30,32,99.27
Murphy-Goode Homefront Red,19669,C,75,6.06,79,0.9,7.75,22,24,95.34
Ch Moulin de Pillardot 10,23951,C,75,7.28,72,1.0,8.0,36,38,104.5
Clos du Bois RSV Cab Svgn,27514,C,75,10.96,58,1.3,7.841176470588235,13,15,128.22
Dom Carneros Pnt Nr Napa Vly,28122,C,75,14.28,51,1.5,7.6438356164383565,15,17,146.36
Canaletto Mntplcno Abruzzo,33706,C,75,5.51,82,0.9,7.261904761904762,29,30,90.91
Rihaku Nigori Dreamy Clouds,41416,C,75,8.49,66,1.1,8.076923076923077,13,15,112.85
Tozai Well of Wisdom Sake,42953,C,75,14.86,50,1.5,8.084905660377359,11,13,149.3
Ferreira Dona Antonio RSV,44916,C,75,11.4,57,1.3,6.915966386554622,7,8,130.77
Belvedere Wild Berry,3233,C,74,16.66,47,1.6,7.314432989690721,9,10,157.03
Belvedere Cytrus Vodka,3640,C,74,16.54,47,1.6,7.314516129032258,13,14,156.46
Arrow Cherry Brandy,4845,C,74,6.39,76,1.0,7.952755905511811,10,12,97.25
Maurice's Mentholated Mint,6042,C,74,7.51,70,1.1,8.84,7,9,105.43
Corazon de Agave Anejo,8059,C,74,21.73,41,1.8,7.972027972027972,6,8,179.34
F Coppola Directors Chard,13143,C,74,10.27,60,1.2,7.7317073170731705,17,19,123.29
Ninety+Cellars Lot 66 Rsl Mo,17535,C,74,5.99,79,0.9,7.482142857142857,7,9,94.16
Steele Clear Lake Merlot Cty,20781,C,74,9.73,62,1.2,8.217391304347826,16,18,120.0
Art of Eart Montepulciano d',21992,C,74,5.26,84,0.9,7.166666666666667,12,13,88.23
Dom D'Andezon CdRhone Red,23420,C,74,8.27,67,1.1,7.857142857142857,13,15,110.63
13 Celsius Svgn Bl,23522,C,74,4.11,95,0.8,7.548148148148148,25,27,77.99
Gallo Copperidge Chard Cal,24097,C,74,2.57,120,0.6,7.35,70,71,61.67
Ch Corconnac Svgn Bl,24244,C,74,14.47,51,1.5,8.714285714285714,63,65,146.35
Zorvino Vyds Mango Magnifico,25125,C,74,8.55,66,1.1,7.898305084745763,9,11,112.49
M Lynch Bordeaux Rouge Medoc,25158,C,74,10.06,61,1.2,8.75,15,17,122.02
Cambas Mavrodafne of Patras,35972,C,74,8.84,65,1.1,7.354838709677419,25,26,114.38
Mionetto Il Prosecco Veneto,40424,C,74,5.51,82,0.9,8.875,54,56,90.3
James Oliver American Whisky,2593,C,73,23.61,39,1.9,7.763636363636364,8,10,185.67
Barenjager Honey & Bourbon,7629,C,73,15.26,49,1.5,7.0,11,12,149.26
Folonari Valpolicella,8231,C,73,9.02,64,1.1,8.203252032520325,11,13,114.76
Kringle Cream,8543,C,73,14.81,50,1.5,6.2592592592592595,11,12,147.05
Big House Birdman Pnt Grigio,10175,C,73,5.19,84,0.9,7.564356435643564,13,15,87.05
Terra d'Oro Znfdl Port,13618,C,73,12.32,54,1.4,7.115384615384615,11,12,134.12
Jolivet Sancerre,26885,C,73,13.07,53,1.4,8.295698924731182,13,15,138.14
Frogs Leap Svgn Bl Napa,34752,C,73,14.56,50,1.5,7.485714285714286,7,8,145.8
Gran Gala Liqueur,5603,C,72,0.79,213,0.3,7.666666666666667,37,39,33.73
Midnight Moon Raspberry,6115,C,72,14.07,51,1.4,8.275675675675675,9,11,142.35
Bolla Bardolino,8366,C,72,5.84,79,0.9,7.241935483870968,9,10,91.71
Due Torri Pnt Nr del Venezie,10227,C,72,6.16,76,0.9,8.276315789473685,14,16,94.18
Alto Moncayo Veraton Garnach,14719,C,72,14.96,49,1.5,7.333333333333333,10,11,146.77
Goose Ridge Red g3,15529,C,72,5.19,83,0.9,7.68520568498289,0,2,86.45
Moonlight Meadery Wild,15979,C,72,8.44,65,1.1,6.966101694915254,8,9,110.24
Ch St Jean Pnt Nr Sonoma Cst,19635,C,72,13.07,52,1.4,6.943661971830986,9,10,137.19
Bone Shaker Znfdl,22170,C,72,13.07,52,1.4,7.245901639344262,11,12,137.19
Ch Valfontaine 10,23949,C,72,6.49,74,1.0,7.166666666666667,34,35,96.67
Canyon Rd Svgn Bl,24033,C,72,3.15,107,0.7,7.7894736842105265,25,27,67.35
Bouvet Brut,24075,C,72,5.56,80,0.9,7.909090909090909,1,3,89.48
Bully Hill Goat Wh Semi-Dry,25043,C,72,5.74,79,0.9,7.244186046511628,33,34,90.92
Andre Spumante Calif,28038,C,72,3.71,99,0.7,7.764705882352941,1,3,73.09
Produttori del Barbaresco P,33587,C,72,20.4,42,1.7,8.036764705882353,9,11,171.39
Canyon Oaks Cab Svgn Cal,38103,C,72,7.94,67,1.1,8.317460317460318,15,17,106.93
Red Guitar Temp/Garnacha Nvr,44818,C,72,6.53,74,1.0,7.675675675675675,8,10,96.97
Barton Gin,861,C,71,4.67,87,0.8,6.920454545454546,14,15,81.43
Twenty 2 Vodka,3204,C,71,15.71,48,1.5,7.029411764705882,10,11,149.37
Amaro Montenegro Liqueur,4389,C,71,16.54,46,1.5,8.325443786982248,7,9,153.26
Flag Hill Raspberry Liqueur,5641,C,71,11.1,57,1.2,7.853448275862069,12,14,125.55
Brancaia Tre Rosso Toscana,13487,C,71,12.32,54,1.3,7.925,15,17,132.27
Mohua Pinot Noir,13895,C,71,10.27,59,1.2,7.684782608695652,23,24,120.76
Porta Vita Rosso,17990,C,71,8.27,66,1.1,7.27536231884058,12,13,108.37
Souverain Svgn Bl No Coast,19451,C,71,6.84,72,1.0,7.328467153284672,8,9,98.55
Tenuta Santo Pietro Percept,20406,C,71,13.69,51,1.4,8.1,24,26,139.43
Belvedere Pink Grapefruit,3296,C,70,15.99,47,1.5,7.515151515151516,10,11,149.62
Russo Limoncello,5070,C,70,17.85,44,1.6,7.170984455958549,6,7,158.09
Bastille 1789 French Whiskey,6227,C,70,18.39,44,1.6,7.316091954022989,5,6,160.46
Walnut Crest Chard Central,6344,C,70,6.62,73,1.0,7.447619047619048,9,10,96.27
Cocktail Time Strawberry Rtd,7211,C,70,8.45,64,1.1,7.448275862068965,10,11,108.77
Bols Blue Curacao,8401,C,70,8.26,65,1.1,8.2,8,10,107.54
Root 1 Pnt Nr,16537,C,70,6.84,72,1.0,7.245901639344262,8,9,97.86
Gekkeikan Suzaku Sake,20905,C,70,5.95,77,0.9,8.447368421052632,8,10,91.27
Cherry Tart Pnt Nr,21144,C,70,12.49,53,1.3,7.657534246575342,11,12,132.23
Essenciel Paradis Prvnc Rose,21341,C,70,8.55,64,1.1,8.4,9,11,109.41
The Naked Grape Box Merlot,23406,C,70,11.91,54,1.3,7.741379310344827,6,7,129.13
Warre's Fine Selected Ruby P,28497,C,70,8.16,65,1.1,7.708333333333333,7,8,106.89
Cecchi Cern Chianti Clsc RSV,31345,C,70,15.64,47,1.5,6.8,37,38,147.98
Matanzas Creek Svgn Bl Sonom,36573,C,70,11.25,56,1.2,7.529411764705882,10,11,125.5
Jewell Towne Seyval NH,42118,C,70,6.81,72,1.0,7.942857142857143,15,17,97.64
Spasso Pnt Grigio Veneto,44413,C,70,3.44,101,0.7,7.68520568498289,18,19,69.4
Fish Eye Chard Cal,45632,C,70,11.1,56,1.2,7.7368421052631575,5,6,124.66
Cles des Ducs Armagnac VSOP,2242,C,69,16.05,46,1.5,8.0,9,11,148.83
Firefly Moonshine,2664,C,69,10.5,57,1.2,8.529411764705882,8,10,120.38
Candia Vyds Noiret Vault RSV,11480,C,69,10.06,59,1.2,7.7272727272727275,44,45,117.83
Charles Smith C Smith Cab Sv,13636,C,69,10.45,57,1.2,6.934782608695652,13,14,120.09
Mile Marker Pnt Nr,18337,C,69,10.2,58,1.2,7.255813953488372,12,13,118.64
Saracco Moscato d'Asti,19127,C,69,10.95,56,1.2,7.445652173913044,9,10,122.93
Steelhead Red,23101,C,69,6.53,73,0.9,9.0,47,49,94.93
Zorvino Vyds Peachez,25126,C,69,6.62,72,1.0,7.972027972027972,7,9,95.58
Forest Glen Cab Svgn Cal,25621,C,69,5.36,80,0.9,7.5588235294117645,10,11,86.0
Cline Viognier Sonoma Count,28606,C,69,6.62,72,1.0,7.64,12,13,95.58
Forest Glen Chard,33075,C,69,10.13,58,1.2,7.541666666666667,14,15,118.24
Sierra Cantabria Rioja Tint,35490,C,69,7.58,67,1.0,7.745454545454545,26,27,102.28
Clos de Los Siete Mendoza,42886,C,69,13.24,51,1.4,7.816666666666666,16,17,135.17
Duckhorn Svgn Bl Napa,43877,C,69,17.64,44,1.6,7.560209424083769,11,12,156.03
Finlandia Grapefruit Fusion,3722,C,68,9.02,61,1.1,7.523809523809524,20,21,110.76
Southern Comfort Caramel,5434,C,68,8.64,63,1.1,7.333333333333333,8,9,108.4
Hawk Crest Cab Svgn,6783,C,68,8.38,64,1.1,8.057471264367816,8,10,106.76
Buried Cane Cab Svgn,11396,C,68,8.44,63,1.1,7.72093023255814,8,9,107.14
Hob Nob Malbec VDP D'Oc,16378,C,68,6.66,71,1.0,8.4,16,18,95.17
C Y Toro Marques Cs Cab Svgn,19356,C,68,12.25,53,1.3,7.537878787878788,18,19,129.08
Smashberry Red,22004,C,68,3.91,93,0.7,9.0,44,46,72.92
Dom Fouassier Sancerre 13,23384,C,68,12.16,53,1.3,9.0,30,32,128.6
Elk Cove Pnt Nr Ore,29353,C,68,17.41,44,1.5,8.343137254901961,11,13,153.88
Sonoma-Cutrer Cutrer V Chard,30735,C,68,19.07,42,1.6,7.362229102167182,14,15,161.05
Luiano Chianti Clsc,34998,C,68,10.66,56,1.2,8.371794871794872,11,13,120.41
Castellani Biagio Chianti,36419,C,68,6.53,72,0.9,7.871794871794871,11,12,94.24
Talbott Kali Hart Mtry Chard,36620,C,68,10.95,56,1.2,7.569148936170213,8,9,122.03
Ch Ste Michelle Indn Wl Merl,38690,C,68,10.13,58,1.2,7.729508196721311,9,10,117.37
Columbia Crest Two Cab Svgn,39437,C,68,4.51,87,0.8,7.774834437086093,21,22,78.32
3 Blind Moose Chard Cal,42602,C,68,5.88,76,0.9,7.478260869565218,20,21,89.42
Montezuma Blue,897,C,67,4.92,83,0.8,7.078260869565217,22,23,81.2
Sauza Extra Gold Tequila,971,C,67,11.42,54,1.2,7.903225806451613,17,18,123.71
Jim Beam Bonded Bourbon,1252,C,67,13.84,49,1.4,9.0,8,10,136.18
Clement Select Barrel Rhum,4040,C,67,17.98,43,1.6,8.292682926829269,7,9,155.22
Sogno di Sorrento Lemoncell,6116,C,67,18.65,42,1.6,8.565610859728507,24,26,158.09
St Elder Elderflower Liqueur,8151,C,67,0.71,217,0.3,9.0,12,14,30.84
Broadbent Gruner Veltliner,14920,C,67,7.84,65,1.0,7.354166666666667,7,8,102.5
Red Diamond Pnt Nr,18565,C,67,5.95,75,0.9,6.854838709677419,19,20,89.29
Kentia Albarino Rias Baixas,21271,C,67,9.2,60,1.1,8.06,8,9,111.03
Ch Larose Trintaudon 09,23947,C,67,15.48,47,1.4,7.573529411764706,19,20,144.03
De Loach Russian River Chard,25647,C,67,13.42,50,1.3,8.104477611940299,12,13,134.1
Cantele Salice Salentino Rsv,29182,C,67,8.21,64,1.0,7.471698113207547,15,16,104.89
Rosemount Pnt Nr Ausl,31524,C,67,6.03,75,0.9,8.04225352112676,9,10,89.89
Frey Cab Svgn Organic Mendcn,36843,C,67,11.25,55,1.2,7.182795698924731,12,13,122.78
Fulton's Harvest Apple Pie L,1029,C,66,5.26,79,0.8,7.2727272727272725,21,22,83.33
I.W. Harper Bourbon,2043,C,66,23.07,38,1.7,7.25,7,8,174.51
Rebel Yell American Whisky,2239,C,66,15.78,46,1.4,8.857142857142858,13,15,144.33
Three Olives Vodka,3058,C,66,0.71,216,0.3,6.333333333333333,17,18,30.61
Broker's London Dry Gin,3439,C,66,13.48,49,1.3,7.291925465838509,7,8,133.4
Rumson's Spiced Rum,4315,C,66,23.07,38,1.7,7.0,16,17,174.51
Cocktail Time Key Lime Rtd,7202,C,66,8.33,63,1.0,7.173913043478261,16,17,104.86
Viniq Shimmery Liqueur,7344,C,66,7.74,65,1.0,8.727272727272727,9,11,101.08
Malibu Peach Sparkler RTD,8958,C,66,7.99,64,1.0,9.058823529411764,11,13,102.7
The Calling Cab Svgn Rio Lgo,17326,C,66,16.89,44,1.5,8.052631578947368,16,17,149.32
Antinori Villa Wh,18375,C,66,7.89,65,1.0,7.4393063583815024,7,8,102.05
Dom du Gr Montmirall Gigonda,19394,C,66,19.35,41,1.6,7.473684210526316,30,31,159.82
Tom Gore Chardonnay CA,23650,C,66,7.99,64,1.0,7.649484536082475,26,27,102.7
Boya Svgn Bl,23800,C,66,9.2,60,1.1,7.090909090909091,19,20,110.2
Ransom Dry Vermouth,25281,C,66,12.92,51,1.3,7.779661016949152,11,12,130.6
L Martini RSV Cab Svgn Alex,38897,C,66,18.49,42,1.6,7.4409090909090905,13,14,156.23
Martin Ray Chard RRV,41065,C,66,11.18,54,1.2,7.954545454545454,12,13,121.48
Beringer Fndr Est Pnt Grigio,42663,C,66,5.8,75,0.9,7.260869565217392,10,11,87.5
Santa Margherita Chianti Cls,46694,C,66,16.1,45,1.5,7.672413793103448,9,10,145.78
Svedka Vodka,778,C,65,10.23,56,1.2,7.9655172413793105,16,17,115.32
Bully Boy American Whiskey,2130,C,65,22.05,38,1.7,7.178438661710037,6,7,169.32
Bluecoat Gin,2803,C,65,20.46,40,1.6,7.544715447154472,9,10,163.09
Pinnacle Mimosa Vodka,3618,C,65,7.29,67,1.0,8.25,14,15,97.35
Boca Loca Cachaca,4190,C,65,19.52,41,1.6,7.766666666666667,8,9,159.3
Hornitos Spiced Honey Liquer,5325,C,65,12.94,50,1.3,8.466666666666667,13,15,129.7
Smoking Loon Red Loonatic,16325,C,65,4.68,83,0.8,7.621621621621622,14,15,78.0
Damilano Lecinquevgne Barolo,17316,C,65,20.91,39,1.7,8.273972602739725,15,16,164.88
Rainstorm Pnt Nr,17507,C,65,9.99,57,1.1,8.6,12,14,113.96
Julia James Pnt Nr,20102,C,65,6.7,70,0.9,8.045454545454545,26,27,93.33
Yellow Tail Sangria Blanco,23197,C,65,6.84,69,0.9,7.493857493857494,10,11,94.3
Dry Creek Cab Svgn Sonoma,25838,C,65,12.49,51,1.3,7.166666666666667,10,11,127.42
Columbia Crest Vns Merlot/Ca,32670,C,65,4.69,83,0.8,7.235294117647059,13,14,78.08
Ch Ste Michelle Eroica Rsl W,34951,C,65,11.48,53,1.2,7.690987124463519,9,10,122.16
Beringer Classic Wh Zin Spkl,40240,C,65,5.33,78,0.8,7.344262295081967,9,10,83.24
Grayson Cellars Chard N Cst,42401,C,65,6.45,71,0.9,7.032520325203252,11,12,91.57
Stolichnaya Blueberi,213,C,64,17.03,43,1.5,7.362637362637362,6,7,147.65
Darnley's View Gin,2543,C,64,18.89,41,1.6,7.83,5,6,155.5
Anna de Codorniu Brut Cava,15079,C,64,7.74,64,1.0,8.536423841059603,9,10,99.54
Santa Cristina Antinori Wh,16990,C,64,6.7,69,0.9,7.820224719101123,19,20,92.61
Raymond R Field Blend Lot 7,17921,C,64,8.9,60,1.1,7.745098039215686,16,17,106.73
Girard Old Vine Znfdl,22697,C,64,10.46,55,1.2,7.534246575342466,7,8,115.71
Luna di Luna Chard/Pnt Grig,31172,C,64,11.72,52,1.2,7.690298507462686,8,9,122.48
Frogs Leap Merlot Napa,35581,C,64,25.16,36,1.8,8.044117647058824,15,16,179.46
Colosi Sicilia Dry Red,35709,C,64,7.09,67,1.0,8.098039215686274,7,8,95.26
Fat Bastard Cab Svgn,43232,C,64,6.57,70,0.9,7.92,25,26,91.7
Rough Rider Straight Bourbon,2818,C,63,25.57,35,1.8,7.669683257918552,8,9,179.5
Pinnacle Pecan Pie,3236,C,63,6.78,68,0.9,8.304347826086957,15,16,92.43
Belvedere Mango Passion,3952,C,63,16.42,44,1.4,7.286885245901639,7,8,143.84
Barbarossa Spiced Rum,4424,C,63,8.39,61,1.0,8.5,47,48,102.82
Flag Hill Blueberry Liqueur,5643,C,63,10.71,54,1.2,8.14018691588785,7,8,116.17
Korbel Brut,6195,C,63,19.04,41,1.5,7.387640449438202,10,11,154.89
Blossom Hill Chard,6245,C,63,7.58,64,1.0,7.630952380952381,18,19,97.73
Arak-Gantous & Abouraad,8632,C,63,12.85,50,1.3,7.9576271186440675,10,11,127.25
Paul Masson Ruby Burgundy,8687,C,63,6.62,69,0.9,7.60377358490566,6,7,91.33
Arak Razzouk,9304,C,63,14.38,47,1.3,7.753623188405797,7,8,134.61
Flaco Tempranillo,16526,C,63,6.03,72,0.9,6.869565217391305,6,7,87.17
Pine Ridge Forefront Cab Svg,16728,C,63,12.83,50,1.3,7.5,10,11,127.15
Ch Ste Michelle Indn Wls Red,17134,C,63,9.8,57,1.1,7.627272727272727,11,12,111.12
JP Chenet Pnt Noir,19646,C,63,5.99,73,0.9,7.609375,17,18,86.88
Yellow Tail Sangria Bubbles,23196,C,63,3.39,96,0.7,9.0,20,22,65.36
Parducci Pnt Nr,23220,C,63,7.74,64,1.0,7.669724770642202,9,10,98.75
Ozeki Dry Sake,24048,C,63,6.7,69,0.9,7.613636363636363,4,5,91.88
Secco-Bertani Verona,27472,C,63,8.6,61,1.0,7.796875,7,8,104.1
Ch de la Ragotiere Muscadet,31318,C,63,7.58,64,1.0,7.394366197183099,21,22,97.73
Florio Dry Marsala Italy,31346,C,63,7.48,65,1.0,7.8734177215189876,7,8,97.08
Smoking Loon Syrah,34906,C,63,4.65,82,0.8,8.03448275862069,9,10,76.54
Liberty School Chard Cntrl C,35380,C,63,8.6,61,1.0,8.574468085106384,8,9,104.1
Big House White,36209,C,63,5.15,78,0.8,7.389830508474576,10,11,80.55
Talbott Sleepy Hollow Chard,36623,C,63,19.72,40,1.6,7.60655737704918,17,18,157.63
Tilia Chard Mendoza,46475,C,63,6.75,68,0.9,8.212121212121213,20,21,92.22
DeKuyper Creme de Cacao Whit,876,C,62,6.66,68,0.9,8.15,9,10,90.88
El Toro Gold Tequila,1889,C,62,5.5,75,0.8,7.363636363636363,10,11,82.58
Cleveland Black Rsv Whiskey,2189,C,62,19.83,40,1.6,8.444444444444445,6,7,156.82
Gran Centenario Anejo,3944,C,62,31.99,31,2.0,7.1461538461538465,9,10,199.17
Fireball Cinnamon Whisky,5033,C,62,12.97,49,1.3,7.4784053156146175,119,120,126.82
Eden Heirloom Blnd Ice Cider,13454,C,62,17.0,43,1.4,7.645833333333333,5,6,145.19
Copa di Vino Chard,14236,C,62,1.71,135,0.5,6.4,10,11,46.05
Ch St Pierre Rose,17489,C,62,8.78,59,1.1,8.023809523809524,15,16,104.34
Seven Falls Cab Svgn,18175,C,62,7.43,65,1.0,7.618181818181818,24,25,95.99
Antinori Villa Chianti Class,18733,C,62,18.49,41,1.5,7.914572864321608,8,9,151.42
Coppa La Rocca Gavi,18836,C,62,9.33,58,1.1,8.470588235294118,11,12,107.56
Penfolds Bin 9 Cab Svgn,20921,C,62,11.68,52,1.2,8.021052631578947,14,15,120.35
Santos Sangria,21750,C,62,6.84,67,0.9,7.02803738317757,8,9,92.1
C Y Toro Casa Diablo Chard,22077,C,62,6.07,71,0.9,7.224489795918367,12,13,86.76
